Markaz-e Sayyidābād	Maidan Wardak Province	AF	Asia/Kabul	7301
Sidqābād	Kapisa	AF	Asia/Kabul	7407
Sar-e Pul	Sar-e Pol Province	AF	Asia/Kabul	52121
Sangīn	Helmand	AF	Asia/Kabul	13579
Sang-e Chārak	Sar-e Pol Province	AF	Asia/Kabul	15377
Aībak	Samangan	AF	Asia/Kabul	47823
Rūdbār	Nimroz	AF	Asia/Kabul	11034
Rustāq	Takhar	AF	Asia/Kabul	25636
Qarqīn	Jowzjan	AF	Asia/Kabul	15018
Qarchī Gak	Balkh	AF	Asia/Kabul	8942
Qarāwul	Kunduz	AF	Asia/Kabul	24544
Qarah Bāgh	Herat	AF	Asia/Kabul	12412
Qala i Naw	Badghis	AF	Asia/Kabul	9000
Qal‘ah-ye Shahr	Sar-e Pol Province	AF	Asia/Kabul	7756
Qalāt	Zabul	AF	Asia/Kabul	12191
Pārūn	Nuristan	AF	Asia/Kabul	1000
Pul-e Khumrī	Baghlan	AF	Asia/Kabul	56369
Pul-e ‘Alam	Logar	AF	Asia/Kabul	13247
Panjāb	Bamyan	AF	Asia/Kabul	13471
Paghmān	Kabul	AF	Asia/Kabul	49157
Uruzgān	Oruzgan	AF	Asia/Kabul	13388
Nīlī	Daykundi	AF	Asia/Kabul	30058
Nahrīn	Baghlan	AF	Asia/Kabul	22363
Mīr Bachah Kōṯ	Kabul	AF	Asia/Kabul	5405
Mīrābād	Nimroz	AF	Asia/Kabul	14160
Maymana	Faryab	AF	Asia/Kabul	75900
Mehtar Lām	Laghman	AF	Asia/Kabul	17345
Mazār-e Sharīf	Balkh	AF	Asia/Kabul	523300
Lashkar Gāh	Helmand	AF	Asia/Kabul	43934
Larkird	Sar-e Pol Province	AF	Asia/Kabul	11635
Kushk	Herat	AF	Asia/Kabul	16952
Kunduz	Kunduz	AF	Asia/Kabul	161902
Khōst	Khowst	AF	Asia/Kabul	96123
Khulm	Balkh	AF	Asia/Kabul	64933
Khāsh	Nimroz	AF	Asia/Kabul	15133
Khān Neshīn	Helmand	AF	Asia/Kabul	25600
Khandūd	Badakhshan	AF	Asia/Kabul	5521
Khanabad	Kunduz	AF	Asia/Kabul	71531
Karukh	Herat	AF	Asia/Kabul	17484
Kandahār	Kandahar	AF	Asia/Kabul	523300
Kabul	Kabul	AF	Asia/Kabul	4434550
Jurm	Badakhshan	AF	Asia/Kabul	23064
Jalālābād	Nangarhar	AF	Asia/Kabul	271900
Jabal os Saraj	Parwan	AF	Asia/Kabul	15032
Herāt	Herat	AF	Asia/Kabul	574300
Ghormach	Badghis	AF	Asia/Kabul	30000
Ghazni	Ghazni	AF	Asia/Kabul	141000
Gereshk	Helmand	AF	Asia/Kabul	43588
Gardez	Paktia	AF	Asia/Kabul	103601
Fayzabad	Badakhshan	AF	Asia/Kabul	44421
Farkhār	Takhar	AF	Asia/Kabul	10480
Farah	Farah	AF	Asia/Kabul	43561
Istālif	Kabul	AF	Asia/Kabul	41413
Eslam Qaleh	Herat	AF	Asia/Kabul	18086
Imām Şāḩib	Kunduz	AF	Asia/Kabul	9659
Dasht-e Archī	Kunduz	AF	Asia/Kabul	8263
Darzāb	Jowzjan	AF	Asia/Kabul	9642
Markaz-e Ḩukūmat-e Darwēshān	Helmand	AF	Asia/Kabul	9012
Chīras	Sar-e Pol Province	AF	Asia/Kabul	12779
Chīchkah	Kunduz	AF	Asia/Kabul	8792
Charikar	Parwan	AF	Asia/Kabul	53676
Chahār Burj	Herat	AF	Asia/Kabul	11935
Fayrōz Kōh	Ghowr	AF	Asia/Kabul	15000
Muhmand Dara	Nangarhar	AF	Asia/Kabul	6835
Barakī	Logar	AF	Asia/Kabul	15000
Baraki Barak	Logar	AF	Asia/Kabul	22305
Bāmyān	Bamyan	AF	Asia/Kabul	61863
Balkh	Balkh	AF	Asia/Kabul	114883
Bahārak	Badakhshan	AF	Asia/Kabul	32551
Baghlān	Baghlan	AF	Asia/Kabul	108449
Ḩukūmatī Azrah	Logar	AF	Asia/Kabul	12526
Ārt Khwājah	Takhar	AF	Asia/Kabul	18623
Āsmār	Kunar	AF	Asia/Kabul	15708
Ashkāsham	Badakhshan	AF	Asia/Kabul	12120
Asadābād	Kunar	AF	Asia/Kabul	48400
Andkhoy	Faryab	AF	Asia/Kabul	37900
Anār Darah	Farah	AF	Asia/Kabul	10023
‘Alāqahdārī Dīshū	Helmand	AF	Asia/Kabul	9196
Bāzārak	Panjshir	AF	Asia/Kabul	65000
Maydanshakhr	Maidan Wardak Province	AF	Asia/Kabul	1600
Markaz-e Woluswalī-ye Āchīn	Nangarhar	AF	Asia/Kabul	15098
Sharan	Paktika	AF	Asia/Kabul	2200
Saint John’s	Saint John Parish	AG	America/Antigua	51737
Piggotts	Saint George Parish	AG	America/Antigua	1878
Parham	Saint Peter Parish	AG	America/Antigua	969
Falmouth	Saint Paul Parish	AG	America/Antigua	619
Codrington	Barbuda	AG	America/Antigua	1325
Bolands	Saint Mary Parish	AG	America/Antigua	1657
St. Paul Parish	Saint Paul Parish	AG	America/Antigua	8128
St. George Parish	Saint George Parish	AG	America/Antigua	8055
St. Peter Parish	Saint Philip Parish	AG	America/Antigua	5325
St. Mary Parish	Saint Mary Parish	AG	America/Antigua	7341
West End Village	West End	AI	America/Anguilla	0
The Valley	The Valley	AI	America/Anguilla	2035
The Quarter	The Quarter	AI	America/Anguilla	0
Farrington	The Farrington	AI	America/Anguilla	0
Stoney Ground	Stoney Ground	AI	America/Anguilla	0
South Hill Village	South Hill	AI	America/Anguilla	0
Sandy Ground Village	Sandy Ground	AI	America/Anguilla	274
North Side	North Side	AI	America/Anguilla	0
North Hill Village	North Hill	AI	America/Anguilla	0
Island Harbour	Island Harbour	AI	America/Anguilla	0
George Hill	George Hill	AI	America/Anguilla	0
East End Village	East End	AI	America/Anguilla	671
Blowing Point Village	Blowing Point	AI	America/Anguilla	942
Sandy Hill	Sandy Hill	AI	America/Anguilla	879
Sarandë	Vlorë County	AL	Europe/Tirane	22613
Delvinë	Vlorë County	AL	Europe/Tirane	6166
Tepelenë	Gjirokastër County	AL	Europe/Tirane	11955
Shupenzë	Dibër County	AL	Europe/Tirane	5503
Rajcë	Elbasan County	AL	Europe/Tirane	8421
Përrenjas	Elbasan County	AL	Europe/Tirane	5847
Pogradec	Korçë County	AL	Europe/Tirane	46070
Peshkopi	Dibër County	AL	Europe/Tirane	14710
Përmet	Gjirokastër County	AL	Europe/Tirane	7980
Librazhd	Elbasan County	AL	Europe/Tirane	23312
Kukës	Kukës County	AL	Europe/Tirane	36125
Korçë	Korçë County	AL	Europe/Tirane	58259
Klos	Dibër County	AL	Europe/Tirane	7873
Hotolisht	Elbasan County	AL	Europe/Tirane	5706
Gramsh	Elbasan County	AL	Europe/Tirane	11556
Gjirokastër	Gjirokastër County	AL	Europe/Tirane	23437
Ersekë	Korçë County	AL	Europe/Tirane	7890
Elbasan	Elbasan County	AL	Europe/Tirane	100903
Burrel	Dibër County	AL	Europe/Tirane	7928
Bulqizë	Dibër County	AL	Europe/Tirane	26826
Bilisht	Korçë County	AL	Europe/Tirane	7287
Librazhd-Qendër	Elbasan County	AL	Europe/Tirane	12691
Zharrëz	Fier County	AL	Europe/Tirane	5236
Zall-Herr	Tirana	AL	Europe/Tirane	9389
Xhafzotaj	Durrës County	AL	Europe/Tirane	12381
Vlorë	Vlorë County	AL	Europe/Tirane	115261
Velabisht	Berat County	AL	Europe/Tirane	8453
Ura Vajgurore	Berat County	AL	Europe/Tirane	7232
Tirana	Tirana	AL	Europe/Tirane	418495
Sukth	Durrës County	AL	Europe/Tirane	13395
Shkodër	Shkodër County	AL	Europe/Tirane	95553
Shijak	Durrës County	AL	Europe/Tirane	14138
Shëngjin	Lezhë County	AL	Europe/Tirane	6963
Selenicë	Vlorë County	AL	Europe/Tirane	6912
Rrogozhinë	Tirana	AL	Europe/Tirane	7049
Rrëshen	Lezhë County	AL	Europe/Tirane	6773
Roskovec	Fier County	AL	Europe/Tirane	6657
Pukë	Shkodër County	AL	Europe/Tirane	6495
Poshnjë	Berat County	AL	Europe/Tirane	7375
Petrelë	Tirana	AL	Europe/Tirane	5542
Perondi	Berat County	AL	Europe/Tirane	9005
Peqin	Elbasan County	AL	Europe/Tirane	16580
Patos Fshat	Fier County	AL	Europe/Tirane	22679
Patos	Fier County	AL	Europe/Tirane	16000
Papër	Elbasan County	AL	Europe/Tirane	6348
Otllak	Berat County	AL	Europe/Tirane	9218
Novoselë	Vlorë County	AL	Europe/Tirane	8209
Nikël	Durrës County	AL	Europe/Tirane	9518
Ndroq	Tirana	AL	Europe/Tirane	5035
Manzë	Durrës County	AL	Europe/Tirane	7185
Mamurras	Lezhë County	AL	Europe/Tirane	8282
Lushnjë	Fier County	AL	Europe/Tirane	63135
Lezhë	Lezhë County	AL	Europe/Tirane	18695
Laç	Lezhë County	AL	Europe/Tirane	12854
Kutalli	Berat County	AL	Europe/Tirane	9643
Kuçovë	Berat County	AL	Europe/Tirane	31077
Krujë	Durrës County	AL	Europe/Tirane	51191
Kozarë	Berat County	AL	Europe/Tirane	5622
Kavajë	Tirana	AL	Europe/Tirane	30012
Kamëz	Tirana	AL	Europe/Tirane	11026
Golem	Fier County	AL	Europe/Tirane	6994
Fushë-Krujë	Durrës County	AL	Europe/Tirane	10458
Fier-Çifçi	Fier County	AL	Europe/Tirane	60995
Fier	Fier County	AL	Europe/Tirane	56297
Durrës	Durrës County	AL	Europe/Tirane	195920
Divjakë	Fier County	AL	Europe/Tirane	6713
Cërrik	Elbasan County	AL	Europe/Tirane	14269
Berat	Berat County	AL	Europe/Tirane	62232
Yeghegnadzor	Vayots Dzor	AM	Asia/Yerevan	7300
Vosketap	Ararat	AM	Asia/Yerevan	5065
Vedi	Ararat	AM	Asia/Yerevan	12060
Vayk	Vayots Dzor	AM	Asia/Yerevan	5453
Sisian	Syunik	AM	Asia/Yerevan	13176
Kapan	Syunik	AM	Asia/Yerevan	32900
Kajaran	Syunik	AM	Asia/Yerevan	6519
Goris	Syunik	AM	Asia/Yerevan	17592
Artashat	Ararat	AM	Asia/Yerevan	22800
Ararat	Ararat	AM	Asia/Yerevan	17598
Ararat village	Ararat	AM	Asia/Yerevan	8287
Zolakar	Gegharkunik	AM	Asia/Yerevan	6529
Yerevan	Yerevan	AM	Asia/Yerevan	1144700
Yeranos	Gegharkunik	AM	Asia/Yerevan	5337
Vagharshapat	Armavir	AM	Asia/Yerevan	47989
Yeghvard	Kotayk	AM	Asia/Yerevan	13238
Vardenis	Gegharkunik	AM	Asia/Yerevan	12651
Vardenik	Gegharkunik	AM	Asia/Yerevan	7735
Tashir	Lori	AM	Asia/Yerevan	7840
Stepanavan	Lori	AM	Asia/Yerevan	12139
Spitak	Lori	AM	Asia/Yerevan	13574
Nubarashen	Yerevan	AM	Asia/Yerevan	11200
Sevan	Gegharkunik	AM	Asia/Yerevan	19652
Sarukhan	Gegharkunik	AM	Asia/Yerevan	7475
Proshyan	Kotayk	AM	Asia/Yerevan	6238
Parakar	Armavir	AM	Asia/Yerevan	7083
Oshakan	Aragatsotn	AM	Asia/Yerevan	5237
Sardarapat	Armavir	AM	Asia/Yerevan	6539
Nor Kharberd	Ararat	AM	Asia/Yerevan	8766
Nor Geghi	Kotayk	AM	Asia/Yerevan	7048
Noratus	Gegharkunik	AM	Asia/Yerevan	6105
Nor Hachn	Kotayk	AM	Asia/Yerevan	10460
Nerkin Getashen	Gegharkunik	AM	Asia/Yerevan	9410
Mrgashat	Armavir	AM	Asia/Yerevan	6004
Mkhchyan	Ararat	AM	Asia/Yerevan	5022
Metsavan	Lori	AM	Asia/Yerevan	6020
Masis	Ararat	AM	Asia/Yerevan	23136
Martuni	Gegharkunik	AM	Asia/Yerevan	12034
Maralik	Shirak	AM	Asia/Yerevan	5462
Lichk	Gegharkunik	AM	Asia/Yerevan	5292
Vanadzor	Lori	AM	Asia/Yerevan	78100
Karanlukh	Gegharkunik	AM	Asia/Yerevan	5104
Gavar	Gegharkunik	AM	Asia/Yerevan	18900
Ijevan	Tavush	AM	Asia/Yerevan	19500
Hrazdan	Kotayk	AM	Asia/Yerevan	49500
Armavir	Armavir	AM	Asia/Yerevan	29700
Gyumri	Shirak	AM	Asia/Yerevan	114667
Gugark	Lori	AM	Asia/Yerevan	5809
Garni	Kotayk	AM	Asia/Yerevan	8347
Jrvezh	Kotayk	AM	Asia/Yerevan	6987
Dilijan	Tavush	AM	Asia/Yerevan	16400
Davtashen	Yerevan	AM	Asia/Yerevan	52100
Charentsavan	Kotayk	AM	Asia/Yerevan	24101
Chambarak	Gegharkunik	AM	Asia/Yerevan	5481
Byureghavan	Kotayk	AM	Asia/Yerevan	11819
Berd	Tavush	AM	Asia/Yerevan	6900
Azatan	Shirak	AM	Asia/Yerevan	5655
Avan	Yerevan	AM	Asia/Yerevan	58800
Ashtarak	Aragatsotn	AM	Asia/Yerevan	17600
Artik	Shirak	AM	Asia/Yerevan	18145
Arinj	Kotayk	AM	Asia/Yerevan	7626
Aragatsavan	Aragatsotn	AM	Asia/Yerevan	6580
Aparan	Aragatsotn	AM	Asia/Yerevan	6167
Alaverdi	Lori	AM	Asia/Yerevan	11622
Akhuryan	Shirak	AM	Asia/Yerevan	9619
Abovyan	Kotayk	AM	Asia/Yerevan	50556
Zovuni	Kotayk	AM	Asia/Yerevan	7483
Kasakh	Kotayk	AM	Asia/Yerevan	6756
Metsamor	Armavir	AM	Asia/Yerevan	9450
Ayntap	Ararat	AM	Asia/Yerevan	10433
Geghhovit	Gegharkunik	AM	Asia/Yerevan	6025
Erebuni	Yerevan	AM	Asia/Yerevan	129700
Nor Nork	Yerevan	AM	Asia/Yerevan	137300
Nork-Marash	Yerevan	AM	Asia/Yerevan	13900
Ajapnyak	Yerevan	AM	Asia/Yerevan	122800
Kanaker-Zeytun	Yerevan	AM	Asia/Yerevan	75500
Malatia-Sebastia	Yerevan	AM	Asia/Yerevan	150500
Kentron	Yerevan	AM	Asia/Yerevan	133000
Shengavit	Yerevan	AM	Asia/Yerevan	140600
Arabkir	Yerevan	AM	Asia/Yerevan	119300
Saurimo	Lunda Sul	AO	Africa/Luanda	393000
Lucapa	Luanda Norte	AO	Africa/Luanda	110000
Dundo	Luanda Norte	AO	Africa/Luanda	177604
Chitato	Luanda Norte	AO	Africa/Luanda	246880
Cassanguidi	Luanda Norte	AO	Africa/Luanda	20000
Muconda	Lunda Sul	AO	Africa/Luanda	8000
Mavinga		AO	Africa/Luanda	10000
Lumbala	Moxico	AO	Africa/Luanda	19000
Luau	Moxico	AO	Africa/Luanda	55432
Léua	Moxico	AO	Africa/Luanda	5168
Jamba		AO	Africa/Luanda	12000
Cameia	Moxico	AO	Africa/Luanda	14138
Dala	Lunda Sul	AO	Africa/Luanda	7514
Cazombo	Moxico	AO	Africa/Luanda	34000
Camanongue	Moxico	AO	Africa/Luanda	12930
Zala	Bengo	AO	Africa/Luanda	12313
Nzagi	Cuanza Norte	AO	Africa/Luanda	60000
Viana	Luanda	AO	Africa/Luanda	865863
Uíge	Uíge	AO	Africa/Luanda	322531
Úcua	Bengo	AO	Africa/Luanda	41654
Tombôco	Zaire	AO	Africa/Luanda	20358
Tabi	Bengo	AO	Africa/Luanda	13016
Soyo	Zaire	AO	Africa/Luanda	200920
Songo	Uíge	AO	Africa/Luanda	31382
Sanza Pombo	Uíge	AO	Africa/Luanda	23000
Quixico	Bengo	AO	Africa/Luanda	14531
Quicunzo	Bengo	AO	Africa/Luanda	13761
Quicabo	Bengo	AO	Africa/Luanda	10852
Quibaxe	Bengo	AO	Africa/Luanda	8268
Quiage	Bengo	AO	Africa/Luanda	5635
Puri	Uíge	AO	Africa/Luanda	7598
Piri	Bengo	AO	Africa/Luanda	26265
Pango Aluquém	Bengo	AO	Africa/Luanda	16080
N'zeto	Zaire	AO	Africa/Luanda	28840
Negage	Uíge	AO	Africa/Luanda	92950
N'dalatando	Cuanza Norte	AO	Africa/Luanda	161584
Muxima	Bengo	AO	Africa/Luanda	8166
Muxaluando	Bengo	AO	Africa/Luanda	21052
Mussende	Kwanza Sul	AO	Africa/Luanda	33558
Mbanza Kongo	Zaire	AO	Africa/Luanda	148000
Maquela do Zombo	Uíge	AO	Africa/Luanda	42000
Malanje	Malanje	AO	Africa/Luanda	455000
Maianga	Luanda	AO	Africa/Luanda	727681
Mabubas	Bengo	AO	Africa/Luanda	16981
Lucala	Cuanza Norte	AO	Africa/Luanda	19422
Lubalo	Luanda Norte	AO	Africa/Luanda	26103
Luanda	Luanda	AO	Africa/Luanda	2776168
Kunda dya Baze	Malanje	AO	Africa/Luanda	15965
Benfica	Luanda	AO	Africa/Luanda	191828
Gombe	Bengo	AO	Africa/Luanda	19209
Golungo Alto	Cuanza Norte	AO	Africa/Luanda	19992
Dondo	Cuanza Norte	AO	Africa/Luanda	64643
Dondo	Cuanza Norte	AO	Africa/Luanda	64643
Damba	Uíge	AO	Africa/Luanda	12000
Cuímba	Zaire	AO	Africa/Luanda	41878
Cuilo	Luanda Norte	AO	Africa/Luanda	26577
Cuango-Luzamba	Luanda Norte	AO	Africa/Luanda	55000
Cazombo	Cuanza Norte	AO	Africa/Luanda	34000
Caxito	Bengo	AO	Africa/Luanda	55000
Cangandala	Malanje	AO	Africa/Luanda	16232
Canacassala	Bengo	AO	Africa/Luanda	20913
Camabatela	Cuanza Norte	AO	Africa/Luanda	21767
Calumbo	Bengo	AO	Africa/Luanda	652270
Calandula	Malanje	AO	Africa/Luanda	9000
Cage Mazumbo	Bengo	AO	Africa/Luanda	16093
Cacuso	Malanje	AO	Africa/Luanda	39302
Cacuaco	Luanda	AO	Africa/Luanda	146867
Cacongo	Cabinda	AO	Africa/Luanda	15000
Cabinda	Cabinda	AO	Africa/Luanda	550000
Bula Atumba	Bengo	AO	Africa/Luanda	30537
Buco Zau	Cabinda	AO	Africa/Luanda	40953
Belize	Cabinda	AO	Africa/Luanda	24430
Bela Vista	Bengo	AO	Africa/Luanda	10648
Barra do Dande	Bengo	AO	Africa/Luanda	75000
Banza Damba	Uíge	AO	Africa/Luanda	12000
Bailundo	Malanje	AO	Africa/Luanda	70481
Ambriz	Bengo	AO	Africa/Luanda	11640
Gama	Bengo	AO	Africa/Luanda	66202
Cazenga	Luanda	AO	Africa/Luanda	394170
Golfe	Luanda	AO	Africa/Luanda	655796
Camama	Luanda	AO	Africa/Luanda	667094
Talatona	Luanda	AO	Africa/Luanda	500000
Buco	Malanje	AO	Africa/Luanda	13217
Xangongo	Cunene	AO	Africa/Luanda	35000
Alto Hama	Huambo	AO	Africa/Luanda	17000
Waku Kungo	Kwanza Sul	AO	Africa/Luanda	10970
Virei	Namibe	AO	Africa/Luanda	42607
Ucuma	Huambo	AO	Africa/Luanda	21809
Ucu Seles	Kwanza Sul	AO	Africa/Luanda	47421
Tômbua	Namibe	AO	Africa/Luanda	46573
Sumbe	Kwanza Sul	AO	Africa/Luanda	205832
Quipungo	Huíla	AO	Africa/Luanda	23014
Quilenda	Kwanza Sul	AO	Africa/Luanda	13726
Quibala	Kwanza Sul	AO	Africa/Luanda	27128
Porto Amboim	Kwanza Sul	AO	Africa/Luanda	91605
Ondjiva	Cunene	AO	Africa/Luanda	121537
Nharêa	Bíe	AO	Africa/Luanda	18000
Mossamedes	Namibe	AO	Africa/Luanda	255000
Mungo	Huambo	AO	Africa/Luanda	21662
Menongue		AO	Africa/Luanda	251178
Matala	Huíla	AO	Africa/Luanda	78000
Luquembo	Malanje	AO	Africa/Luanda	69420
Luena	Moxico	AO	Africa/Luanda	273675
Lubango	Huíla	AO	Africa/Luanda	600751
Longonjo	Huambo	AO	Africa/Luanda	23000
Londuimbali	Huambo	AO	Africa/Luanda	17000
Lobito	Benguela	AO	Africa/Luanda	357950
Cuíto	Bíe	AO	Africa/Luanda	355423
Catchiungo	Huambo	AO	Africa/Luanda	26974
Humbe	Cunene	AO	Africa/Luanda	35985
Huambo	Huambo	AO	Africa/Luanda	595304
Ganda	Benguela	AO	Africa/Luanda	65000
Gabela	Kwanza Sul	AO	Africa/Luanda	116903
Ecunna	Huambo	AO	Africa/Luanda	13997
Ebo	Kwanza Sul	AO	Africa/Luanda	10000
Dombe Grande	Benguela	AO	Africa/Luanda	25000
Dala	Bíe	AO	Africa/Luanda	7514
Cunhinga	Bíe	AO	Africa/Luanda	11812
Cuemba	Bíe	AO	Africa/Luanda	19995
Cuchi		AO	Africa/Luanda	15000
Cubal do Lumbo	Benguela	AO	Africa/Luanda	18451
Cubal	Benguela	AO	Africa/Luanda	90367
Conda	Kwanza Sul	AO	Africa/Luanda	21260
Chongoroi	Benguela	AO	Africa/Luanda	12000
Chitembo	Bíe	AO	Africa/Luanda	25000
Chissamba	Bíe	AO	Africa/Luanda	7677
Chipindo	Huíla	AO	Africa/Luanda	10000
Chinguar	Bíe	AO	Africa/Luanda	26811
Chindumbo	Benguela	AO	Africa/Luanda	32013
Chicomba	Huíla	AO	Africa/Luanda	9428
